Row ID,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
547,1,18,49.68,1,99,20.23,9,16.67,83.33,61.11,50,5.56,5.56,5.56,0,0,0,0,0,11.11,5.56,0,11.11,5.56,5.56,11.11,5.56,5.56,11.11,0,11.11,0,0,11.11,27.78,0,27.78,11.11,0,0,5.56,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,16.67,5.56,0,5.56,0,5.56,0,0
548,1,11,99,99,50.45,1,11,18.18,81.82,45.45,36.36,9.09,9.09,0,0,9.09,0,0,0,9.09,0,0,27.27,0,0,0,0,9.09,0,0,18.18,9.09,9.09,0,9.09,0,9.09,0,0,9.09,0,0,0,0,9.09,0,9.09,9.09,0,9.09,0,0,0,0,36.36,9.09,0,0,0,9.09,0,27.27,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,0,18.18,0,0,0,9.09,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0
549,1,88,41.73,27.64,11.02,20.23,12.57,17.05,82.95,69.32,55.68,13.64,10.23,3.41,1.14,0,3.41,0,3.41,11.36,7.95,1.14,12.5,13.64,4.55,4.55,3.41,20.45,6.82,7.95,5.68,2.27,2.27,1.14,17.05,0,17.05,2.27,1.14,5.68,1.14,1.14,5.68,0,6.82,3.41,3.41,0,0,0,0,0,0,0,11.36,2.27,0,0,0,0,2.27,9.09,0,0,2.27,1.14,1.14,1.14,0,0,2.27,0,0,2.27,0,0,1.14,1.14,0,0,0,0,0,0,0,1.14,0,0,0,2.27,0,0,1.14,1.14,4.55,10.23,1.14,0,7.95,1.14,0,0,1.14,4.55,5.68,0,0,0,0,0,0,19.32,7.95,1.14,0,0,5.68,4.55,0
550,1,44,1.5,27.64,89.39,20.23,11,13.64,95.45,81.82,61.36,13.64,4.55,0,0,2.27,0,2.27,9.09,4.55,2.27,0,13.64,25,9.09,9.09,4.55,36.36,13.64,0,0,0,0,0,13.64,0,13.64,0,0,4.55,2.27,0,9.09,0,0,0,0,0,0,0,0,0,0,0,11.36,2.27,0,0,0,0,2.27,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,4.55,0,0,6.82,0,0,0,0,0,0,0,0,18.18,13.64,0,4.55,13.64,0,0,0,2.27,4.55,13.64,4.55,2.27,0,2.27,0,0,22.73,9.09,4.55,0,0,9.09,0,0
551,1,57,3.59,9.55,4.51,20.23,28.5,15.79,84.21,71.93,56.14,10.53,3.51,1.75,0,0,1.75,0,7.02,14.04,3.51,0,7.02,12.28,14.04,8.77,5.26,17.54,10.53,8.77,0,0,0,0,12.28,3.51,8.77,3.51,3.51,1.75,0,0,1.75,0,3.51,1.75,1.75,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,1.75,0,0,0,1.75,3.51,3.51,0,0,7.02,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02,8.77,0,0,3.51,3.51,0,0,1.75,0,8.77,3.51,0,0,0,0,0,14.04,3.51,5.26,0,0,1.75,3.51,0
552,1,19,52.34,3.34,8.42,92.27,9.5,26.32,68.42,57.89,47.37,5.26,0,0,0,0,0,0,5.26,5.26,5.26,0,10.53,15.79,5.26,5.26,0,21.05,5.26,0,10.53,0,5.26,5.26,31.58,0,31.58,5.26,0,10.53,5.26,5.26,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,5.26,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,15.79,10.53,0,0,0,0,5.26,0
553,1,15,1.16,1.24,63.35,20.23,7.5,20,80,66.67,53.33,20,6.67,0,0,0,0,0,13.33,13.33,0,0,6.67,20,6.67,0,6.67,33.33,0,6.67,0,0,0,0,26.67,6.67,20,6.67,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,6.67,6.67,0,0,0,0,13.33,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,26.67,13.33,0,0,0,13.33,0,0
554,1,62,74.04,49.66,3.43,6.37,15.5,30.65,70.97,50,41.94,8.06,4.84,1.61,0,0,3.23,0,3.23,9.68,1.61,0,14.52,4.84,1.61,9.68,0,9.68,4.84,6.45,0,0,0,0,6.45,1.61,4.84,1.61,0,1.61,0,0,1.61,0,4.84,1.61,3.23,0,0,0,0,0,0,0,11.29,6.45,1.61,1.61,0,0,1.61,4.84,0,0,3.23,1.61,6.45,6.45,0,0,1.61,0,0,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,3.23,0,0,6.45,0,0,6.45,0,0,0,1.61,3.23,3.23,0,0,0,0,0,0,27.42,4.84,9.68,1.61,0,0,11.29,0
555,1,13,31.07,40.06,1,20.23,13,30.77,84.62,84.62,61.54,15.38,15.38,7.69,0,0,7.69,0,0,0,0,0,23.08,23.08,7.69,0,0,46.15,0,0,0,0,0,0,15.38,0,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,15.38,0,0,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,15.38,7.69,15.38,0,0,0,0,0,23.08,7.69,7.69,0,0,7.69,0,0
556,1,54,75.62,29.78,5.41,20.23,10.8,29.63,79.63,51.85,29.63,9.26,1.85,0,1.85,0,0,0,7.41,9.26,3.7,0,9.26,7.41,0,0,3.7,16.67,5.56,7.41,14.81,1.85,1.85,11.11,12.96,1.85,11.11,0,5.56,1.85,0,0,3.7,0,3.7,1.85,1.85,0,0,0,0,0,0,0,12.96,9.26,0,0,0,1.85,1.85,3.7,0,0,0,0,9.26,9.26,0,0,5.56,0,1.85,3.7,0,0,0,0,0,0,0,0,0,0,0,1.85,0,1.85,1.85,0,0,1.85,0,0,7.41,3.7,0,0,3.7,0,0,0,3.7,3.7,5.56,0,0,0,0,0,0,27.78,9.26,14.81,0,0,3.7,0,0
557,1,22,32.02,99,20.79,20.23,7.33,22.73,81.82,59.09,50,18.18,18.18,0,4.55,13.64,0,0,0,22.73,9.09,0,4.55,13.64,4.55,0,0,13.64,4.55,0,9.09,4.55,4.55,4.55,4.55,0,4.55,0,0,0,0,0,0,0,9.09,4.55,4.55,0,0,0,0,0,0,0,22.73,4.55,0,0,0,4.55,0,18.18,0,0,0,0,13.64,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,9.09,0,9.09,4.55,0,0,0,0,0,13.64,13.64,0,0,0,0,0,0
558,1,18,19.76,2.75,1.17,20.23,18,27.78,77.78,50,50,5.56,0,0,0,0,0,0,5.56,11.11,11.11,0,5.56,16.67,11.11,0,11.11,16.67,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,5.56,5.56,5.56,0,0,16.67,0,0,16.67,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,22.22,5.56,5.56,0,0,5.56,5.56,0
559,1,33,10.19,5.27,13.81,1,16.5,15.15,93.94,75.76,69.7,12.12,6.06,0,0,0,0,6.06,6.06,15.15,3.03,0,15.15,18.18,3.03,15.15,3.03,27.27,3.03,6.06,6.06,0,0,6.06,24.24,3.03,21.21,0,0,0,15.15,3.03,12.12,0,15.15,0,15.15,3.03,0,3.03,0,0,0,0,21.21,15.15,0,0,6.06,9.09,0,6.06,0,0,0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,3.03,3.03,0,0,0,0,3.03,0,0,3.03,12.12,6.06,0,0,0,0,0,24.24,6.06,3.03,0,0,9.09,6.06,0
560,1,35,39.7,40.06,4.17,94.7,11.67,25.71,60,48.57,31.43,2.86,2.86,0,0,0,0,2.86,0,5.71,2.86,0,2.86,5.71,5.71,11.43,0,14.29,2.86,2.86,8.57,0,2.86,5.71,11.43,2.86,8.57,0,0,0,2.86,0,2.86,0,17.14,11.43,5.71,5.71,5.71,0,0,0,0,0,17.14,14.29,2.86,2.86,5.71,0,5.71,2.86,0,0,0,0,2.86,2.86,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,8.57,11.43,0,2.86,2.86,2.86,2.86,0,0,0,5.71,2.86,2.86,2.86,0,0,0,54.29,8.57,25.71,0,0,0,20,0
561,1,19,22.98,3.34,33.61,20.23,9.5,15.79,89.47,68.42,57.89,21.05,10.53,0,0,0,10.53,0,10.53,10.53,5.26,0,21.05,5.26,10.53,5.26,10.53,15.79,0,0,5.26,0,5.26,0,31.58,0,31.58,15.79,0,0,10.53,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,21.05,10.53,0,0,0,0,5.26,10.53,0,0,0,10.53,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,0,0,21.05,10.53,0,0,0,10.53,0,0
562,1,17,64.21,1,99,20.23,17,5.88,88.24,82.35,58.82,17.65,17.65,17.65,0,0,0,0,0,23.53,11.76,11.76,11.76,11.76,0,5.88,0,23.53,17.65,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,17.65,0,0,0,0,0,5.88,5.88,0,0,0,0,0,35.29,0,5.88,0,0,11.76,17.65,0
563,1,55,45.12,8.91,2.49,20.23,11,30.91,72.73,52.73,41.82,7.27,1.82,0,0,1.82,0,0,5.45,10.91,5.45,0,7.27,9.09,1.82,7.27,5.45,10.91,7.27,0,1.82,0,0,1.82,10.91,1.82,9.09,0,0,0,3.64,0,5.45,0,3.64,1.82,1.82,0,0,0,0,0,0,0,9.09,3.64,0,0,0,0,1.82,1.82,0,0,0,0,7.27,7.27,0,0,7.27,0,0,1.82,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,3.64,1.82,0,0,0,1.82,0,0,1.82,0,9.09,1.82,0,0,0,0,0,29.09,9.09,10.91,0,0,1.82,7.27,0
564,1,33,78.71,99,1,20.23,33,15.15,93.94,75.76,51.52,24.24,18.18,6.06,3.03,3.03,6.06,0,6.06,15.15,9.09,0,15.15,3.03,0,3.03,0,21.21,3.03,3.03,9.09,3.03,3.03,3.03,9.09,0,9.09,0,6.06,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,0,0,0,9.09,18.18,0,0,6.06,0,0,0,0,0,9.09,0,0,9.09,6.06,0,6.06,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,6.06,6.06,0,0,0,0,0,6.06,3.03,6.06,0,3.03,3.03,0,3.03,0,0,30.3,3.03,6.06,0,0,3.03,18.18,0
565,1,21,10.19,16.63,5.94,20.23,10.5,19.05,90.48,57.14,57.14,14.29,0,0,0,0,0,0,14.29,19.05,9.52,0,4.76,9.52,14.29,9.52,0,9.52,0,0,19.05,0,0,19.05,9.52,0,9.52,0,4.76,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,4.76,9.52,9.52,0,0,0,4.76,0,0,0,0,0,0,14.29,14.29,0,0,4.76,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,9.52,0,0,0,0,0,9.52,0,0,0,0,0,0,19.05,0,0,9.52,0,0,9.52,0
566,1,47,15.79,1.56,27.91,1,15.67,21.28,91.49,65.96,55.32,10.64,6.38,0,0,6.38,0,0,4.26,10.64,8.51,2.13,8.51,10.64,6.38,8.51,10.64,19.15,4.26,0,10.64,0,4.26,6.38,27.66,0,27.66,2.13,2.13,8.51,4.26,0,12.77,0,8.51,0,6.38,0,0,0,0,0,0,2.13,8.51,2.13,0,0,2.13,0,0,6.38,0,0,0,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,4.26,0,6.38,2.13,0,0,2.13,0,0,0,6.38,0,4.26,4.26,0,0,0,0,0,19.15,6.38,6.38,0,0,6.38,0,0
567,1,11,99,40.06,50.45,20.23,11,9.09,81.82,72.73,63.64,9.09,0,0,0,0,0,0,9.09,27.27,18.18,9.09,18.18,9.09,0,0,0,9.09,9.09,9.09,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
568,1,30,39.7,59.9,1.91,1,15,40,86.67,66.67,53.33,16.67,3.33,0,0,0,0,0,13.33,6.67,3.33,0,13.33,10,0,6.67,3.33,16.67,6.67,3.33,13.33,0,3.33,10,16.67,3.33,13.33,0,0,0,10,0,3.33,0,13.33,0,13.33,0,0,0,0,0,0,0,23.33,13.33,0,0,0,10,0,10,0,0,0,0,6.67,6.67,0,0,3.33,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,3.33,3.33,3.33,0,0,3.33,0,0,0,0,3.33,6.67,0,0,0,0,0,0,10,6.67,0,0,0,3.33,0,0
569,1,41,94.78,54.61,1,20.23,20.5,21.95,80.49,60.98,53.66,7.32,2.44,0,0,0,0,0,4.88,14.63,9.76,0,19.51,12.2,2.44,2.44,0,12.2,7.32,7.32,0,0,0,0,9.76,0,9.76,2.44,2.44,2.44,2.44,0,0,0,4.88,2.44,2.44,2.44,0,2.44,0,2.44,0,0,7.32,4.88,0,0,2.44,2.44,2.44,2.44,0,0,0,0,4.88,2.44,2.44,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,2.44,2.44,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,19.51,4.88,4.88,0,0,4.88,4.88,0
570,1,63,21.46,23.28,77.17,20.23,15.75,17.46,90.48,69.84,57.14,12.7,6.35,1.59,3.17,0,0,1.59,6.35,17.46,7.94,0,9.52,12.7,7.94,7.94,3.17,20.63,3.17,0,11.11,3.17,0,7.94,33.33,0,33.33,3.17,12.7,1.59,7.94,1.59,9.52,0,0,0,0,0,0,0,0,0,0,0,12.7,3.17,0,0,0,0,1.59,7.94,0,0,0,0,9.52,4.76,4.76,0,1.59,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,6.35,4.76,0,0,3.17,1.59,0,0,6.35,1.59,9.52,0,0,0,0,0,0,17.46,3.17,3.17,3.17,0,7.94,0,0
571,1,21,56.86,1,24.32,1,21,19.05,95.24,61.9,47.62,4.76,0,0,0,0,0,0,4.76,14.29,9.52,0,9.52,9.52,0,9.52,9.52,14.29,4.76,4.76,0,0,0,0,38.1,0,38.1,4.76,9.52,4.76,0,0,14.29,0,14.29,0,14.29,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,9.52,0,0,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,4.76,0,0,0,0,4.76,0,0
572,1,21,70.33,4.61,97.09,20.23,21,9.52,85.71,66.67,57.14,9.52,9.52,4.76,0,4.76,0,0,0,19.05,14.29,4.76,9.52,4.76,9.52,4.76,4.76,19.05,0,4.76,0,0,0,0,14.29,0,14.29,0,4.76,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,4.76,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,4.76,14.29,0,4.76,9.52,0,0,0,4.76,0,4.76,0,0,0,0,0,0,14.29,0,9.52,4.76,0,0,0,0
573,1,18,49.68,98.75,1,20.23,6,22.22,72.22,55.56,44.44,11.11,11.11,0,0,11.11,0,0,0,11.11,11.11,0,5.56,11.11,0,5.56,5.56,16.67,5.56,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,5.56,16.67,0,0,0,0,0,0,16.67,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,5.56,0,0,5.56,0,5.56,5.56,0,0,0,122.22,0,0,0,77.78,0,44.44,0
574,1,28,11.88,99,1,98.65,7,21.43,71.43,57.14,50,14.29,14.29,0,7.14,0,3.57,3.57,0,14.29,7.14,0,3.57,14.29,7.14,7.14,0,14.29,7.14,0,14.29,10.71,3.57,0,3.57,0,3.57,0,0,0,0,0,3.57,0,7.14,7.14,0,0,0,0,0,0,0,0,17.86,3.57,0,0,0,0,0,14.29,0,0,3.57,0,7.14,7.14,0,0,7.14,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,14.29,0,3.57,3.57,0,0,0,25,14.29,0,0,0,0,10.71,0
575,1,12,89.52,40.06,1,1,12,16.67,91.67,50,50,16.67,16.67,8.33,0,0,8.33,0,0,8.33,8.33,0,16.67,0,0,8.33,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,16.67,8.33,0,0,8.33,0,0,8.33,0,0,0,8.33,25,8.33,16.67,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0
576,1,13,1.3,81.78,1,1,6.5,30.77,84.62,76.92,69.23,15.38,7.69,0,0,7.69,0,0,7.69,15.38,7.69,0,7.69,23.08,7.69,7.69,7.69,23.08,7.69,0,0,0,0,0,15.38,7.69,7.69,0,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,15.38,7.69,0,0,0,7.69,0,7.69,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,23.08,0,0,0,15.38,0,7.69,0
577,1,33,45.12,86.82,1,1,16.5,15.15,75.76,54.55,45.45,18.18,9.09,0,0,0,9.09,0,9.09,12.12,6.06,3.03,9.09,9.09,3.03,3.03,0,12.12,3.03,0,6.06,0,0,6.06,6.06,0,6.06,3.03,0,0,3.03,0,0,0,6.06,0,6.06,3.03,0,3.03,0,0,0,0,15.15,6.06,0,0,3.03,3.03,0,9.09,0,0,9.09,0,9.09,3.03,0,6.06,3.03,3.03,0,0,0,0,3.03,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,3.03,0,0,0,12.12,0,0,3.03,3.03,0,0,0,48.48,9.09,3.03,0,0,0,36.36,0
578,1,73,3.96,99,6.09,7.77,24.33,12.33,97.26,82.19,67.12,24.66,19.18,0,0,8.22,10.96,0,5.48,4.11,1.37,1.37,17.81,13.7,10.96,6.85,2.74,28.77,4.11,1.37,4.11,2.74,0,1.37,12.33,0,12.33,5.48,4.11,0,4.11,1.37,2.74,0,4.11,1.37,2.74,1.37,0,1.37,0,0,1.37,0,30.14,8.22,1.37,0,1.37,2.74,4.11,21.92,0,0,1.37,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,1.37,0,13.7,5.48,0,4.11,2.74,0,0,0,5.48,8.22,9.59,4.11,1.37,1.37,0,0,0,15.07,4.11,5.48,0,0,5.48,0,0
579,1,97,53.32,19.15,60.51,34.77,19.4,29.9,78.35,59.79,51.55,8.25,4.12,2.06,0,2.06,0,0,4.12,17.53,8.25,0,10.31,10.31,5.15,6.19,4.12,13.4,5.15,1.03,1.03,1.03,0,0,18.56,3.09,15.46,6.19,4.12,0,1.03,0,3.09,0,5.15,3.09,2.06,0,0,0,0,0,0,0,5.15,2.06,0,0,1.03,0,1.03,3.09,0,0,0,0,8.25,7.22,1.03,0,0,0,0,0,0,0,1.03,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,1.03,0,4.12,7.22,0,0,5.15,0,0,2.06,3.09,1.03,9.28,0,0,0,0,0,0,31.96,5.15,9.28,0,0,2.06,15.46,0
580,1,11,20.83,40.06,5.07,20.23,11,18.18,72.73,63.64,54.55,9.09,0,0,0,0,0,0,9.09,18.18,9.09,0,9.09,18.18,9.09,9.09,0,27.27,0,0,0,0,0,0,18.18,0,18.18,9.09,9.09,0,0,0,0,0,18.18,9.09,9.09,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,1,16,1.97,75.49,1.63,96.74,16,18.75,93.75,68.75,50,12.5,12.5,0,0,0,0,12.5,0,6.25,0,0,6.25,18.75,0,12.5,6.25,31.25,6.25,0,0,0,0,0,18.75,0,18.75,0,0,6.25,6.25,0,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,25,6.25,6.25,0,0,0,0,18.75,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25,6.25,0,0,0,0,12.5,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0
582,1,94,86.31,65.16,8.74,4.04,23.5,17.02,74.47,58.51,48.94,10.64,7.45,0,0,0,3.19,1.06,3.19,17.02,7.45,2.13,15.96,3.19,5.32,5.32,1.06,10.64,6.38,3.19,4.26,2.13,1.06,1.06,13.83,2.13,11.7,2.13,2.13,1.06,1.06,0,6.38,0,2.13,0,2.13,2.13,0,2.13,0,2.13,0,0,15.96,4.26,0,0,0,0,3.19,11.7,1.06,0,3.19,1.06,7.45,7.45,0,0,1.06,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.13,5.32,0,0,4.26,0,0,1.06,2.13,4.26,4.26,0,0,0,0,0,0,23.4,3.19,8.51,1.06,0,1.06,9.57,0
583,1,15,77.34,1.24,19.26,20.23,15,13.33,80,53.33,46.67,6.67,6.67,0,0,0,6.67,0,0,6.67,0,0,20,0,6.67,6.67,6.67,0,0,0,0,0,0,0,46.67,0,46.67,6.67,0,0,40,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,6.67,0,6.67,0,0,33.33,20,6.67,0,0,6.67,0,0
584,1,25,39.7,1.98,13.33,20.23,8.33,28,88,68,56,8,4,0,0,4,0,0,4,16,0,0,12,12,0,4,8,16,12,8,0,0,0,0,16,0,16,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,12,12,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,20,12,8,0,0,0,0,0
585,1,48,78.28,97.37,8.11,1,12,25,85.42,64.58,43.75,12.5,10.42,0,0,8.33,0,0,2.08,14.58,8.33,0,14.58,6.25,0,8.33,2.08,10.42,16.67,2.08,8.33,0,2.08,6.25,8.33,0,8.33,2.08,0,4.17,2.08,0,4.17,0,4.17,0,4.17,2.08,0,2.08,0,0,0,0,14.58,2.08,0,0,0,0,0,12.5,0,0,0,0,10.42,10.42,0,0,8.33,0,0,4.17,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,8.33,2.08,0,6.25,0,0,0,2.08,0,2.08,2.08,0,0,0,0,0,12.5,8.33,0,0,0,0,4.17,0
586,1,12,26.1,84.23,1,20.23,12,16.67,91.67,83.33,58.33,33.33,8.33,0,0,0,8.33,0,25,16.67,0,0,16.67,8.33,0,0,0,33.33,0,0,8.33,0,8.33,0,8.33,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,8.33,8.33,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,1,35,5.94,6.16,42.95,1.98,11.67,8.57,97.14,71.43,54.29,20,14.29,8.57,0,0,5.71,0,5.71,20,5.71,2.86,5.71,8.57,8.57,5.71,5.71,20,8.57,2.86,5.71,5.71,0,0,34.29,8.57,25.71,2.86,0,8.57,8.57,0,5.71,0,8.57,2.86,5.71,5.71,2.86,2.86,0,0,2.86,0,11.43,0,0,0,0,0,0,11.43,5.71,0,11.43,0,0,0,0,0,0,0,0,0,0,0,8.57,0,0,0,0,0,0,0,8.57,2.86,2.86,0,0,0,0,0,0,0,2.86,2.86,0,0,2.86,0,0,0,11.43,11.43,2.86,2.86,0,0,0,0,0,14.29,8.57,2.86,0,0,0,2.86,0
