ValuesSurvey,BehaviorsSurvey,CARE_tot,EQUALITY_tot,PROPORTIONALITY_tot,LOYALTY_tot,AUTHORITY_tot,PURITY_tot,Individualism_tot,Collectivism_tot,PVQ_SD_tot,PVQ_PO_tot,PVQ_UN_tot,PVQ_AC_tot,PVQ_SE_tot,PVQ_ST_tot,PVQ_CO_tot,PVQ_TR_tot,PVQ_HE_tot,PVQ_BE_tot,Religiosity_tot,NFC_tot,conservatism_tot,Tightness,sex,age,religion,first_language,race,education,ResponseId,Individualism_sim_item_1,Individualism_sim_item_2,Individualism_sim_item_3,Individualism_sim_item_4,Individualism_sim_item_5,Individualism_sim_item_6,Collectivism _sim_item_1,Collectivism _sim_item_2,Collectivism _sim_item_3,Collectivism _sim_item_4,Collectivism _sim_item_5,Collectivism _sim_item_6,Religiosity_sim_item_1,Religiosity_sim_item_2,Religiosity_sim_item_3,Religiosity_sim_item_4,Religiosity_sim_item_5,Conservatism_secs_sim_item_1,Conservatism_secs_sim_item_2,Conservatism_secs_sim_item_3,Conservatism_secs_sim_item_4,Conservatism_secs_sim_item_5,Conservatism_secs_sim_item_6,Conservatism_secs_sim_item_7,Conservatism_secs_sim_item_8,Conservatism_secs_sim_item_9,Conservatism_secs_sim_item_10,Conservatism_secs_sim_item_11,Conservatism_secs_sim_item_12,NFC_sim_item_1,NFC_sim_item_2,NFC_sim_item_3,NFC_sim_item_4,NFC_sim_item_5,NFC_sim_item_6,Tightness_sim_item_1,Tightness_sim_item_2,Tightness_sim_item_3,Tightness_sim_item_4,Tightness_sim_item_5,Tightness_sim_item_6,SD_sim_item_1,SD_sim_item_2,PO_sim_item_1,PO_sim_item_2,UN_sim_item_1,UN_sim_item_2,UN_sim_item_3,AC_sim_item_1,AC_sim_item_2,SE_sim_item_1,SE_sim_item_2,ST_sim_item_1,ST_sim_item_2,CO_sim_item_1,CO_sim_item_2,TR_sim_item_1,TR_sim_item_2,HE_sim_item_1,HE_sim_item_2,BE_sim_item_1,BE_sim_item_2,care_sim_item_1,care_sim_item_2,care_sim_item_3,care_sim_item_4,care_sim_item_5,care_sim_item_6,equality_sim_item_1,equality_sim_item_2,equality_sim_item_3,equality_sim_item_4,equality_sim_item_5,equality_sim_item_6,proportionality_sim_item_1,proportionality_sim_item_2,proportionality_sim_item_3,proportionality_sim_item_4,proportionality_sim_item_5,proportionality_sim_item_6,loyalty_sim_item_1,loyalty_sim_item_2,loyalty_sim_item_3,loyalty_sim_item_4,loyalty_sim_item_5,loyalty_sim_item_6,authority_sim_item_1,authority_sim_item_2,authority_sim_item_3,authority_sim_item_4,authority_sim_item_5,authority_sim_item_6,purity_sim_item_1,purity_sim_item_2,purity_sim_item_3,purity_sim_item_4,purity_sim_item_5,purity_sim_item_6
"2 core values I hold in high esteem is truth with gentleness, and treating everyone with respect (until proven otherwise).  It governs how it interact with everyone from the person in the grocery store to the person looking for a hand up on the street. 
Im not here to judge them simply help where and how I can. Sometimes that mean helping a person or waiting for cooler heads to prevail. Sometimes that means I need to face a wrong that I did by apologizing that I was mistaken or wrong.","I woke up sick, head full of junk, chest feeling like a small child was sitting on it. I rolled over and groaned, thinking, this is going to be fun. I called in sick. I called Quickcare and made myself presentable. 
After spending quality time in Quickcare I gathered my prescriptions and headed over to the local pharmacy. I felt terrible and waited as calmly as I could as kids coughed around me. Adults hacked into sleeves all around me. It was like a zombie horror movie, as I noticed more and more people sick at every turn. 
Was it that many? In truth most likely not. But it was a thought that traveled slowly across my addled brain. 
Once the drugs took effect the next couple of days were a routine; drugs, small amounts of food, lots and lots of liquids. Rinse. Repeat. Sleep filled most of my days as I recovered.",3.333333333333333,2.333333333333333,3.1666666666666665,2.6666666666666665,2.333333333333333,2.5,3.8333333333333335,3.5,4.5,3.5,4.666666666666667,3.5,3.5,4.5,3.5,4.0,3.0,4.5,22,3.333333333333333,4.0,3.6666666666666665,2,48,1,english,8,5,R_8nQdGOWb6XMvUZz,-0.008352236,-0.09764376,0.024540827,0.013343956,0.085142374,0.077131085,0.0109562,0.05309719,0.06555596,0.07010465,0.070350245,0.015054196,0.044454865,0.08423273,0.14513138,0.11973743,0.046999533,0.16115274,-0.005530224,0.028378513,0.0035028616,0.03949848,0.02781235,-0.14957342,-0.10061577,-0.045755006,0.030086957,0.023251776,-0.10425672,-0.029804923,0.09162527,0.12242754,0.06352554,0.009943955,-0.045141082,-0.021834329,0.025711037,0.010763485,-0.05821632,-0.02054759,-0.059758514,0.123239644,-0.021605445,-0.015157899,-0.07303855,-0.045296773,0.03980749,0.01644274,-0.007302479,-0.012680621,0.07470552,0.12105546,0.06542874,0.048586525,-0.004156273,0.09186587,-0.052670725,0.040894672,0.042702384,-0.027309835,0.04385882,-0.04760436,0.08147084,0.02961033,0.14834316,0.22338635,0.17614111,0.093028195,0.0033902945,-0.016454382,0.032589078,0.025876673,-0.056695044,0.005897559,-0.032691352,-0.04320793,-0.03394334,-0.030052058,-0.056140356,0.16758141,-0.074002884,-0.111961834,-0.01739693,-0.0060885064,-0.050233066,-0.029835071,-0.1293616,-0.032634273,-0.035989486,0.105917454,-0.07992558,-0.033293825,0.042252935,-0.08532155,-0.003950849,0.07940872,0.20851633,-0.12671655
"Helping Businesses Grow By Encouragement, Strategies, Mentoring & Leadership Development. Strengthen Businesses To Become Healthy & Effective. Best Practices & Effective Methods. Leadership Collaboration. Business Strategies. Functional Operations.","such as eating dinner with your family, making your bed, writing an e-mail, and going to work",3.6666666666666665,3.1666666666666665,3.0,2.5,2.6666666666666665,3.0,3.8333333333333335,3.1666666666666665,3.0,3.0,2.6666666666666665,3.5,2.5,4.0,3.5,3.5,4.0,2.5,17,2.5,4.0,2.6666666666666665,2,32,1,ENGLISH,1,5,R_3QQQfjCOmtK0V52,0.07907015,0.1720787,0.221928,0.1982649,0.09473297,0.26817614,0.10599446,0.12000267,0.18390584,0.15403736,0.033370353,0.15733345,0.2695356,0.38496086,0.14059106,0.16112208,0.1306839,0.114727676,0.019749269,0.06592813,0.17587012,0.13942188,0.011108808,0.1483997,0.032895382,0.09966535,0.20785588,0.06989813,0.06948225,0.096825406,0.36011744,0.25469646,0.20488763,0.3506202,0.2583019,0.11719209,0.15654898,0.16455778,0.11771899,0.07245493,0.13414098,0.38370615,0.2320374,0.3217668,0.18644303,0.06830458,0.1476559,0.09034154,0.22270542,0.33371887,0.15907204,0.16115938,0.27750248,0.41357136,0.17133148,0.29862583,0.1405056,0.19778693,0.40612242,0.34796315,0.29581368,0.2162274,0.108375676,0.08572796,0.15626179,0.15445873,0.16389218,0.1579793,0.18837687,0.13600737,0.13058272,0.1715563,0.10946445,0.13777356,0.14090917,0.07619801,0.09363982,0.18018153,0.11199779,0.29449037,0.007263964,0.09395968,0.09115893,0.015077961,0.027141869,-0.043426096,0.09065466,0.19442712,0.12771687,0.11612296,0.0052198768,0.031246083,0.0059052743,0.12114906,0.057798587,0.119782135,0.014557414,0.16016254
"One of the most important values is dedication to one's career/work. I believe this is important as this value informs how you approach both school and work, which will lead you to success and earning an income. This value is also important as it allows you to invest in one's passion, which is one's job typically. Another thing I value is financial responsibility. This is important as this is how you make sure your life functions smoothly, from saving for emergencies and retirement to having a house and a form of transportation. Another thing I value is making the most of free time. This is important as free time is a time to explore and learn about the world, develop your hobbies, and generally cultivate your interests outside of work. This makes the world interesting and provides additional meaning to one's life. These values allow you to meet the right people, care for those around you, and improve the lives of those who are engaged in similar passions as you.","I wake up, check emails and texts and on my phone, then get up. I take a shower then get dressed for remote work. I then have a breakfast which consists of some fruit, and some nuts. I then work for a few hours on my computer at my desk. I then take a lunch break during which I eat some sort of sandwich with meat and a fruit to top it off. I then work for a few more hours. I might do a minor chore or two during the day if I have time. After work is completed in the late afternoon, I try to either get some form of exercise outdoors or run errands. If I am running errands, I usually walk to a nearby grocery store or bike to a store that might be farther away. I never drive to do errands as I do not have a car and I also do not take public transportation. For exercise, I either take a walk around the neighborhood, bike around town or on trails, play sports, or go to the gym where I lift weights. After these things are completed, I usually go home and have a healthy dinner then take a shower. I might browse the internet for a bit then go to bed. On weekends I try to exercise during the day and see friends to hang out. I might attend a local event or watch a movie in the afternoon or evening. Sometimes, I go out to dinner at night as well. This has been my routine for the last seven days.",3.1666666666666665,2.1666666666666665,3.6666666666666665,3.1666666666666665,3.1666666666666665,2.333333333333333,3.333333333333333,3.6666666666666665,4.5,4.0,4.0,4.5,3.5,3.5,3.5,4.0,3.5,3.5,5,3.333333333333333,1.5,3.6666666666666665,2,25,6,English,1,5,R_qUG7QbfwAZP0Glz,-0.046294518,0.06338152,0.14541435,0.1638914,-0.03140335,0.1153501,-0.0067667784,-0.017625399,0.051887996,0.04835001,0.010157073,0.040517934,0.16675317,0.2723598,0.12559442,0.096760705,0.04405968,-0.04056164,-0.044047117,0.034482665,0.021653818,0.0021664836,-0.057599686,0.02137971,0.00024641491,0.025294721,0.09107408,-0.061421968,0.042845435,0.05122778,0.10216923,0.15994985,0.12740009,0.17866305,0.20021021,-0.0050307903,0.029076442,0.015572568,-0.054313015,-0.06852153,-0.0021258183,0.26298982,0.12579355,0.15107724,-0.012924792,-0.07286854,-0.013626579,0.065266505,0.054915845,0.17340535,0.08529082,0.04995069,0.09502621,0.23066871,0.09123381,0.18941018,0.018106671,0.08733101,0.26592466,0.1575757,0.12675454,0.09371734,-0.06631397,-0.037488654,-0.07998337,-0.064439505,-0.027057432,0.030684095,-0.053224236,0.007100858,0.0715705,-0.005928315,0.0098491125,-0.013787777,0.101308495,-0.0067585595,-0.005410794,-0.028120216,0.03392724,0.14311056,-0.08296282,-0.10026191,-0.137021,-0.014163602,-0.028775595,-0.08206414,-0.005934233,0.10764978,0.024229523,-0.05314381,-0.13273379,-0.030845078,-0.041013435,-0.010487048,-0.1189123,-0.012714237,-0.015442532,-0.038775794
"My important values is loyalty, spirituality, humility, compassion, honesty, kindness, integrity and selflessness.","I have to complete my project work past week, and share work related tasks. I meet my friends daily at evening time. Go to park and beach in the Saturday and Sunday.",4.333333333333333,3.6666666666666665,3.5,4.0,3.8333333333333335,3.0,3.6666666666666665,4.5,5.0,5.5,5.0,6.0,5.0,5.5,4.0,5.0,5.0,5.5,27,3.5,7.0,4.166666666666667,1,40,1,English,1,5,R_3qwhRQPXYvQrZRa,0.18020089,0.13112451,0.21674334,0.12915276,0.17049482,0.18942466,0.12642533,0.16073366,0.27369046,0.2125942,0.10243647,0.27095038,0.35871264,0.45455095,0.08782225,0.0998794,0.09830495,0.0023717287,0.05795403,0.006048197,0.14249492,0.05010227,-0.0034003323,0.109695405,-0.02372643,0.07661143,0.24772242,0.03761044,0.019526048,0.1638102,0.22825563,0.21924053,0.17220926,0.35124213,0.30553475,0.0728434,0.032946862,0.04411566,-0.02310592,-0.044300158,0.06392893,0.38552335,0.13862175,0.21149836,0.21607885,0.0466677,0.1345778,0.08267271,0.29370236,0.17063287,0.16155162,0.09784893,0.25199133,0.41134664,0.19170974,0.22240642,0.11680792,0.12737843,0.34550655,0.2684731,0.3181286,0.15700564,0.018362822,-0.02839747,-0.004247153,0.033767574,0.04774238,0.04411716,0.07510527,0.018218497,0.12324512,0.03858612,0.19070394,0.011167929,0.08321646,0.08941489,0.068602234,0.07075077,0.07064867,0.11457999,-0.12553877,-0.08226127,0.110694796,0.013942079,0.04855476,-0.074929416,-0.035421904,0.162455,0.009084545,0.03323202,-0.07712407,-0.022961512,-0.010784765,0.018678462,-0.08817545,0.060452767,-0.058505498,0.051049884
"Central and important values that guide my life..... I try and make good choices in all that I do. I think family is important and giving time to God, keeping him in our life. Making sure what we do and say does not hurt others, Keeping in touch with family and friends thru telephone or texting. Making sure to say ""i love u""...one never knows when that last time will be. keeping up with family traditions, being considerate of ones spouse even when u don't agree with them. ""Keeping the peace"". Putting others before yourself...however have to make sure to take of yourself so u can take care of others. Its a fine line sometmes.","In the past 7 days, different activities I have participated in are: getting up, making and drinking coffee EVERY morning, usually 2 cups, eating breakfast, changing cloths and brushing and flossing teeth, brushing hair. Of course, showering before changing each morning also. # or 4 mornings I have walked 3 miles with neighbor and her dog outside around the neighborhood. I have visited with my father in law at the nursing home he is in, going 3x to a grocery store. I have been to the bank and gas station. Hardware store since out hot tub has broken, which I also had emptied. Skimmed pool and turned on filter 1x(only 1x since winter). tv, I have watched lots of tv, I like the morning news and watching The Five in the evening. Lunch and dinner each day also I make and eat. We did see the town Christmas parade last Saturday and went out for lunch afterwards. Have gone to downtown park for a boat parade and christmas tree lighting and contest. I let my cats in and out all day also, fedd and water them as needed. I have made Christmas cookies and homemade chili. In the evenings, I usually have a drink or 2 of alcohol and watch TV or read until tired enough4 for bed.",3.1666666666666665,1.3333333333333333,3.0,4.0,3.8333333333333335,2.333333333333333,3.6666666666666665,2.6666666666666665,4.5,3.0,4.666666666666667,3.5,5.0,2.0,4.5,5.0,4.0,5.5,19,3.333333333333333,5.0,2.6666666666666665,1,51,1,english,1,4,R_067M05kIPKCDFQd,-0.021947388,0.03430538,0.15992275,0.07938439,0.0809293,0.21482414,0.0069850143,0.08360277,0.15916154,0.14284259,-0.009754444,0.11887433,0.1794033,0.26427704,0.06659576,0.09593861,0.08968576,-0.019034334,-0.030946018,0.028142698,0.038526095,-0.009941626,-0.009570921,-0.0061913216,0.0087701455,0.086127445,0.078164205,0.048741013,-0.022617426,0.007396483,0.14161915,0.23695728,0.18515402,0.15414163,0.14707568,-0.081238665,-0.0026407,-0.00023072399,-0.09022808,-0.07128909,-0.080104716,0.24288501,0.08233284,0.04716874,0.026992854,-0.0796794,0.034930274,0.06048373,0.1157095,0.12353196,0.04653239,0.061376728,0.1634402,0.27536124,0.1510008,0.19450183,0.037259776,0.115102515,0.25959682,0.16185383,0.1304737,0.049287975,-0.00040912256,-0.033154745,0.015918475,0.04412244,0.096324265,0.056453027,0.015494954,0.007032508,0.070175864,-0.042885385,0.055384815,-0.0053115143,0.023147866,0.025570668,-0.018926896,-0.013564574,-0.009281152,0.06598622,-0.1252708,-0.10823947,0.030823477,-0.06669552,0.025860619,-0.048129827,-0.044065364,0.15586129,-0.004783932,0.10692366,-0.056819644,-0.042831276,0.0009036623,-0.03099934,-0.080421664,0.007724583,0.042242207,-0.11478104
"In my life I try to focus on treating other people with respect and empathy. Everyone has their own ideas about life, what it important, how they should live, and how the world should work. I try to see their point of view, and even if we can't connect on certain issues, I try to be respectful and kind. We are all stuck on Earth, and there is no sense in being cruel to each other. I really want the best for humanity, and our planet, and the universe, and I try to contribute to that by not holding back the development of humanity by squabbling over petty differences. I also promote and participate in charities that provide education and basic needs so that more people can  thrive and contribute to society.","At the beginning of the week, I had my Aunt's funeral. I read a Psalm that my great-grandmother loved, and a few people read poems. We buried her with my great-grandmother. I went back to work after recovering from Covid, and I'm struggling with some anxiety and stress related to work. A few days ago was my boyfriend's birthday. I got him a present, and cooked him dinner and a cake. I also deep cleaned the house that morning. Yesterday we bought a Christmas tree because his mom sent us ornaments, and we haven't had a tree in years since moving in together. I just finished decorating it this morning. I'm currently trying to get my cat to stop chewing it, and I'm thinking of wrapping the bottom of it in a fitted sheet at night when I can't watch him.",4.666666666666667,4.0,3.8333333333333335,2.333333333333333,2.833333333333333,2.0,4.0,3.333333333333333,5.0,5.0,5.333333333333333,5.5,5.5,5.0,4.0,4.0,4.5,4.5,9,2.6666666666666665,1.5,4.166666666666667,1,29,7,English,1,3,R_Oebd8ZjrlBNbQQN,0.0073618833,0.12534498,0.1402955,0.008545801,0.058201745,0.17306548,0.00932763,0.13327217,0.09854096,0.10023962,0.00094586983,-0.0017878581,0.10264952,0.19655529,0.08574533,0.05589529,0.15457532,0.13757059,-0.037290417,-0.013412217,0.09047651,-0.006344918,0.049646217,0.10735327,0.05658385,0.041020475,0.04209286,0.06985566,-0.016104084,-0.008547474,0.2167157,0.21111788,0.238369,0.10799577,0.14200702,-0.08396849,0.0010365658,-0.004365273,-0.07016677,-0.017557908,-0.07713144,0.23404461,0.09815687,0.010416174,0.044072412,-0.07747809,-0.023673305,0.071957104,0.05223977,0.04860218,0.10400388,0.108475134,0.23412889,0.089827895,0.14635035,0.12090166,0.06935347,0.1306166,0.27906287,0.14808926,0.06449352,0.06165353,0.100101,0.10307866,0.15413842,0.20449099,0.3316436,0.11069459,-0.046288617,-0.07990593,0.015471529,-0.008615028,0.040898018,0.0072444845,0.009724699,-0.030199803,0.00012465706,0.04408311,-0.006219603,0.07569012,-0.077817574,0.013450261,-0.008679459,-0.034874815,0.011033375,-0.097591974,0.039044257,0.1850566,0.08736882,0.16596985,-0.02600412,-0.023841187,0.124257244,-0.016326346,0.0017472729,0.09666783,0.039936006,-0.024048094
"One of the main values to my life is honesty and sadly last year I did not live up to that standard. I was married for 8 years and then had an emotional affair with an ex girl friend. I have only ever cheated twice in my life and both times were with this girl. I can not say no. 

I tried to hide it for about a month and then finally had to come clean and tell my wife what was going on. Even though it was tough and hurt, I told my wife the whole truth, while it did lead to divorce, being honest is always the best thing a person can do. I wish I would have stuck to my values and told my ex wife what was wrong in our marriage and what I was feeling/thinking.","I do pretty much the same thing Monday through Friday. 

I wake up at 5 am and then take a pee, by 5:05 I am sitting in my chair and my wife is bringing me breakfast, I then eat breakfast and by 5:30 I am petting the cat good bye and kissing my wife as I walk out the door. I head down stairs and scrape the truck and then head to the bus barn. 

I drive bus from 5:45 to 8 am, and then park the bus and head into the school to shower. By 8:15 I am out of the shower and read to teach. I teach PE from 8:30 - 3:30. 

On Monday night there was a home basketball game that I went to until 10

On Tuesday night there was a school board meeting that I went to until 9",2.833333333333333,1.5,3.1666666666666665,3.8333333333333335,3.6666666666666665,2.5,4.333333333333333,3.8333333333333335,3.5,2.5,3.333333333333333,3.0,2.5,3.0,4.0,5.0,2.5,4.0,15,3.333333333333333,6.0,3.6666666666666665,2,37,1,English,1,6,R_2D7UBLaxYDQM1Tu,0.050951116,0.0705897,0.1556804,0.10553017,0.1078412,0.10228564,0.09331211,0.10549228,0.12551835,0.09570657,0.023343017,0.06817695,0.25604048,0.31305107,0.13303395,0.1498142,0.09068539,0.05754561,-0.08819238,-0.03303971,0.060478453,-0.019810168,0.00405667,0.11340134,0.017308407,0.013682403,0.09129714,0.09503059,-0.036925666,0.042266697,0.2421721,0.23409912,0.14689614,0.14433965,0.08471865,0.0012031347,0.08180714,0.10253234,0.0021343152,0.054172426,0.019644085,0.21765563,0.17930499,0.050486922,0.116597764,0.027002312,0.12318264,0.0018029604,0.16235018,0.08773546,0.043119863,0.022454958,0.113388225,0.13925375,0.18982041,0.25831777,0.07712614,0.14139594,0.27320856,0.17406994,0.15128112,0.11755968,-0.08546799,-0.0709119,-0.030925771,0.025487231,0.04155504,0.055670172,0.016979247,0.024427323,0.09823723,-0.0048627183,0.084322594,0.049984403,0.005321946,0.05185571,-0.028300598,0.045972258,0.025433814,0.15257059,0.033768304,-0.040186837,-0.0014486783,0.032792684,0.0052808495,-0.016342558,-0.032252494,0.1463484,0.06567338,0.1203635,0.10220273,-0.03992641,0.009976827,0.04612016,0.0965762,0.0786945,-0.046465248,0.063539006
"I think one of my most basic values is honesty. No matter what the situation or what the outcome, honesty plays the biggest role as who I am as a person for many reasons. I want people to trust me, I want people to value my opinion and I want people to feel safe when they are with me. I think another basic value I have is empathy/compassion. I always try to find the good in people even if there really isn't any. I try to understand where they are coming from, even if it is not something I agree with. Another huge value for me is giving. Whether it's giving time, assistance or advise, I love to be able to give back to others. While I am not always in a position to give to places or people financially, I am often able to give in other ways.","The past week has been fairly eventful. As we prepare for the upcoming Christmas holiday and wrap up school for my children for the year and finish up sports until the new year, hectic would be the first word that comes to mind to describe our week. Starting with Saturday, my day was spent driving several hours away to pick up my sons Christmas present up (he is getting a new KTM 85cc dirt bike). After picking that up, I headed to the outlet mall to make some smaller item purchases. I then went home, played with my kids and we went to bed. On Sunday, we picked up a friend and spent our afternoon at our local cities Christmas parade. While we enjoyed it, it was definitely geared towards younger children. From Monday through Friday, our days are fairly routine. We wake up, I drop the kids off at each of their schools, drive about an hour and a half to work, work and then leave work to pick them up. Monday evening, my son had wrestling practice and my daughter had basketball practice. Tuesday evening, my son had a wrestling tournament and my daughter had a basketball practice. Wednesday evening, my son had wrestling practice and afterwards we went to the store to pick up items we needed to prepare for my daughters school festivities on Thursday. We then spent our evening making finger sandwiches (ham & cheese, turkey & cheese and pb&j) and dirt cups (jello, oreos and gummy worms). Thursday evening, my son had wrestling practice and my daughter had basketball pictures as well as hitting lessons.",4.833333333333333,1.8333333333333333,2.0,4.333333333333333,4.166666666666667,2.833333333333333,3.0,4.0,5.5,3.5,5.333333333333333,3.0,4.0,5.5,5.0,5.5,3.5,6.0,19,3.1666666666666665,4.5,3.8333333333333335,1,41,1,English,1,3,R_Th0nmKTjiTYUkNz,0.034351088,0.014119698,0.12991656,0.04539451,0.06281126,0.14237379,0.055303562,0.16057602,0.11910349,0.15817852,-0.09337032,0.076155804,0.15226854,0.20985954,0.053762183,0.048371583,0.068030976,0.03960041,-0.10891813,0.03363647,0.045010697,0.011631887,-0.0031252448,0.06230299,0.08353038,0.07656591,0.081347756,0.11811776,0.0084225,-0.011792915,0.1362873,0.17936727,0.13453254,0.09511549,0.059148103,-0.081105806,0.03611726,0.072319895,-0.08970684,-0.0125624165,-0.08223842,0.186384,0.09038498,-0.029381879,0.08175312,-0.04837995,-0.01878401,0.0061567537,0.05412172,0.07610794,-0.013029086,-0.034836046,0.18569094,0.16878979,0.08459889,0.12720287,0.10453041,0.10488084,0.23387615,0.10314055,0.06409088,0.095687084,-0.021540215,-0.043459564,-0.009515863,0.045447223,0.028183952,0.022148544,0.03460657,-0.010385413,0.06616116,-0.0020719208,0.14956927,-0.016307909,0.0046762796,0.027170632,0.015411941,0.017781548,-0.031266473,0.058573805,0.049961336,-0.08502577,0.01477385,-0.02030161,0.088645436,0.08761486,0.020174205,0.20322001,0.13408351,0.049367733,0.1337368,-0.037099075,-0.01563485,-0.022073565,-0.026828721,-0.015294883,-0.08868258,-0.00025136583
"My core values are authenticity, empathy, sustainability, kindness, and open-mindedness. These values guide every aspect of my daily life. They are equally important to me. Every word I speak, and every action I take is guided by these principles. Of course, I slip up sometimes. I am not perfect. For the most part, though, I try my very best to live these values and to practice what I preach. It makes me love myself, my friends & family, and the world more when I stand by my values. It helps me to become the best version of myself. My biggest goal in life is to affect positive change!","Last Friday, I woke up feeling festive and decided to decorate the house for Christmas! After a delicious egg & cheese bagel sandwich breakfast, I took my furbabies for a walk. Then, I fed them, and got to work on the house. It was so much fun! Saturday & Sunday were spent relaxing with my husband. We played video games, cooked a lot of food together, and tidied up the house. Monday, I ate a hearty breakfast, took the dogs for a walk, then fed them. I spent the rest of the day working on microtasks for Amazon Mechanical Turk. Tuesday, Wednesday, & Thursday were spent the same way. Today, I woke up and went to our local food pantry. I got lots of fresh and canned food for Christmas! I was also given a live Christmas tree! It has been a great week, full of kindness, love, and relaxation!",5.0,4.333333333333333,2.833333333333333,3.0,2.6666666666666665,3.6666666666666665,3.8333333333333335,4.166666666666667,5.5,3.5,6.0,3.5,3.0,5.5,4.0,4.0,5.0,6.0,15,3.333333333333333,2.5,4.0,1,35,7,English,1,3,R_1K2qEZfGKsZqFiu,0.038460273,0.05515638,0.11629342,0.01801929,0.09817937,0.19715145,0.044213325,0.1391957,0.16824383,0.18828097,-0.024699058,0.05535523,0.168455,0.19311999,0.13420245,0.05129955,0.04372403,0.016681034,-0.046512786,0.009274075,0.036566406,0.12416693,-0.016916582,0.059858393,0.052998748,0.06371457,0.14540935,0.07637669,0.037423227,-0.045947623,0.12982583,0.13689265,0.10032706,0.20768636,0.044203088,-0.01274422,0.04917767,0.04231921,-0.0472011,-0.02700617,-0.015741125,0.21628904,0.08593336,0.040121637,0.09408559,0.006885822,0.058875073,0.040449057,0.082055256,0.1181895,0.031180752,0.02745725,0.32788414,0.13361484,0.13039704,0.1424834,0.16924432,0.15920883,0.307686,0.14986649,0.2305142,0.09424357,0.02301787,0.035346404,0.044977687,0.12088281,0.12757525,0.16321193,0.034368783,0.046837136,0.12233411,0.0015307833,0.16857645,0.10138807,0.06392298,0.077393405,0.065194234,0.1645284,0.05874188,0.13947919,-0.06612989,0.03941116,0.07144702,-0.046966743,0.03772894,-0.06294194,0.044772968,0.20906965,-0.0016449816,0.08491781,-0.044101313,-0.04851919,0.04045011,0.0052344874,0.030560125,0.114929065,0.009261733,-0.00081726164
"The most important things in my life are my faith and my family.  I am a Christian, so my Christian worldview impacts every decision I make.  What I do, how I speak to people, and how I act are all impacted by my faith.  In addition to my faith, my relationship with the members of my family is paramount.  I think about family all day every day and wonder how they are doing and how I can be of support to them.  I don't mean to imply that I don't have my own life and I do pursue my own interests, but family opinion and support is what I value the most.","Last week I was on vacation in Hawaii.  I had a great time and spent most of my time lying around the pool area, swimming in the ocean and walking along the beach.  We did go out on a boat trip that included snorkeling.  That was so much fun and we were able to see marine life that I had never encountered before.  Following the boat ride we stopped for lunch at a restaurant that is famous for their mai tai's.  They were fantastic.

Once the vacation ended, it took me almost an entire day to get home.  I had multiple layovers in various airports and spent most of my time there walking up and down the concourses trying to keep myself awake as well as get some exercise.  

Now I am home and life has settled back into my normal routine of up early at 4:45 AM to walk 5 miles, then work, then home to spend time with my husband and dogs.",4.166666666666667,1.3333333333333333,3.333333333333333,3.5,3.333333333333333,2.833333333333333,3.1666666666666665,3.333333333333333,4.0,3.0,4.666666666666667,3.0,4.5,3.5,5.0,5.0,2.5,5.5,26,3.0,4.5,4.166666666666667,1,50,1,English,1,6,R_31ycSRKh1aWAaw5,0.03623454,0.10368973,0.22810778,0.12527265,0.065724716,0.22205631,0.020906655,0.028977767,0.1174074,0.081193164,8.062273e-05,0.022852495,0.18967928,0.32820243,0.17019711,0.16199245,0.12135871,-0.020297311,-0.031847183,0.08125949,0.058996666,-0.0340323,-0.06137929,0.039534304,-0.022304,-0.0042504407,0.033581924,0.013803693,0.025714368,0.056465633,0.12761341,0.20407489,0.13712329,0.1626594,0.118429035,0.0031613037,0.008795867,0.032470506,0.0025561117,-0.0494444,-0.010459192,0.24429369,0.11424287,0.08351544,0.02667909,-0.03427426,0.043567013,0.12759805,0.10659694,0.13103189,0.17295024,0.097444996,0.13764706,0.31772602,0.1347235,0.17986353,0.07754728,0.09344279,0.24254131,0.16058512,0.116730876,0.103615664,0.07540499,0.028881505,0.050565615,0.12889946,0.1469722,0.07713573,0.031743377,0.014742538,0.076452166,-0.002524633,0.00518314,0.01164999,0.035859175,-0.031009102,-0.03739331,0.013141265,0.031960048,0.12922825,-0.09772473,-0.019636825,0.045843903,0.010270745,0.046520162,-0.02111249,-0.026697788,0.14525777,0.0114857545,0.04625238,-0.10350831,-0.04318071,0.028121183,0.0024870597,-0.04573559,0.013270497,-0.0072629424,0.019711653
